,operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
2410,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.396705,-99.181902",1471600.0,MXN,1458287.33,77533.42,,70.0,,21022.85714285714,,,,http://benito-juarez.properati.com.mx/p3gk_venta_departamento_benito-juarez_puente-de-la-morena_91_jose-camacho
2411,sell,house,|Venustiano Carranza|Distrito Federal|México|,"19.436436,-99.117256",1362000.0,MXN,1349678.96,71758.99,,98.0,,13897.959183673467,,,,http://venustiano-carranza.properati.com.mx/oyk7_venta_casa_venustiano-carranza_heroes-de-nacozari_edith-diaz
2412,sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.474885,-99.188231",1350000.0,MXN,1337787.47,71126.75,,70.0,,19285.714285714286,,,,http://azcapotzalco.properati.com.mx/oep1_venta_departamento_azcapotzalco_av-centenario_419_ricardo-bahena-leyte
2413,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.450242,-99.194688",931000.0,MXN,922577.8,49051.11,,56.0,,16625.0,,,,http://pensil-norte.properati.com.mx/pyet_venta_departamento_pensil-norte_lago-urmiah_0_mariana-garcia-garrido
2414,sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.472155,-99.161186",1950048.0,MXN,1932407.29,102741.17,,68.0,,28677.176470588234,,,,http://azcapotzalco.properati.com.mx/opez_venta_departamento_azcapotzalco_jorge-trejo_c56
2415,sell,apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.474427,-99.088528",750560.0,MXN,743770.09,39544.36,,54.0,,13899.25925925926,,,,http://gustavo-a-madero.properati.com.mx/oopv_venta_departamento_gustavo-a-madero_av-san-juan-de-aragon_1_edgar-hidalgo-salvador
2416,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.386852,-99.194748",1620000.0,MXN,1605344.97,85352.1,,58.0,,27931.03448275862,,,,http://san-pedro-de-los-pinos.properati.com.mx/ost4_venta_departamento_san-pedro-de-los-pinos_inventario-inmobiliario-5
2417,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.433173,-99.1863574",1400000.0,USD,26331900.0,1400000.0,450.0,450.0,3111.111111111112,3111.111111111112,,,,http://miguel-hidalgo-df.properati.com.mx/ndol_venta_departamento_polanco_match-inmobiliario
2418,sell,house,|Benito Juárez|Quintana Roo|México|,"21.139086,-86.84964",1300000.0,MXN,1288239.68,68492.42,120.0,160.0,570.7701666666667,8125.0,2.0,,,http://cancun.properati.com.mx/rd74_venta_casa_cancun_inmuebles-cancun
2419,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.387764,-99.205826",680000.0,MXN,673848.36,35826.8,,78.0,,8717.948717948719,,,,http://alvaro-obregon.properati.com.mx/q4i8_venta_departamento_alvaro-obregon_camino-real-a-toluca-casa-6_nestor-davalos
2420,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.443178,-99.144234",384000.0,MXN,380526.04,20231.6,,45.0,,8533.333333333334,,,,http://cuauhtemoc.properati.com.mx/qvac_venta_departamento_cuauhtemoc_violeta_graciela-jimenez-martinez
2421,sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.109879,-86.8434577",2545000.0,MXN,2591137.2,137764.16,86.0,,1601.9088372093024,,,,,http://cancun.properati.com.mx/l0cz_venta_departamento_cancun_frondoso-grupo-inmobiliario
2422,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4376344,-99.2099821",550000.0,USD,10344675.0,550000.0,243.0,243.0,2263.374485596708,2263.374485596708,,3.0,,http://miguel-hidalgo-df.properati.com.mx/qyra_venta_departamento_miguel-hidalgo_moran-mexico-property
2423,sell,apartment,|Iztapalapa|Distrito Federal|México|,"19.363469,-99.010141",539000.0,MXN,534123.97,28398.01,,60.0,,8983.333333333334,,,,http://iztapalapa.properati.com.mx/p1xb_venta_departamento_iztapalapa_gabriel-tepepa_45_carlos-alvarez-corona
2424,sell,house,|Iztacalco|Distrito Federal|México|,"19.388596,-99.131088",2557000.0,MXN,2533868.51,134719.33,,190.0,,13457.894736842103,,,,http://reforma-iztaccihuatl-norte.properati.com.mx/pf00_venta_casa_reforma-iztaccihuatl-norte_playa-pescadores_jose-camacho_e6m
2425,sell,apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.6187166248,-87.0904844999",169000.0,USD,3178636.5,169000.0,,,,,,2.0,,http://playa-car-fase-ii.properati.com.mx/hu2o_venta_departamento_playa-car-fase-ii
2426,sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.4738499643,-99.165738523",650000.0,MXN,644272.56,34254.33,69.0,652.0,496.4395652173913,996.9325153374232,,,,http://azcapotzalco.properati.com.mx/buor_venta_casa_azcapotzalco
2427,sell,house,|Benito Juárez|Quintana Roo|México|,"21.163368,-86.874725",364000.0,MXN,360792.54,19182.42,66.0,64.0,290.64272727272726,5687.5,2.0,,,http://cancun.properati.com.mx/n76s_venta_casa_cancun_tucasahoy
2428,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.365917,-99.196977",759740.0,MXN,752867.01,40028.02,,65.0,,11688.307692307691,,,,http://merced-gomez.properati.com.mx/pwnq_venta_departamento_merced-gomez_centenario_94_pedro-mendoza
2429,sell,house,|Iztapalapa|Distrito Federal|México|,"19.363438,-99.101114",1397000.0,MXN,1384362.21,73603.01,,200.0,,6985.0,,,,http://iztapalapa.properati.com.mx/mstf_venta_casa_iztapalapa_callejon-de-la-cruz_1_juan-jose-hernandez-ramirez
2430,sell,house,|Iztacalco|Distrito Federal|México|,"19.396800286,-99.0676474571",2521000.0,MXN,2498194.24,132822.62,169.0,,785.9326627218935,,,4.0,,http://agricola-oriental.properati.com.mx/pkdi_venta_casa_agricola-oriental_portafolios-hipotecarios_7if
2431,sell,house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",1550000.0,MXN,1535978.09,81664.04,144.0,147.0,567.1113888888889,10544.21768707483,2.0,,,http://cancun.properati.com.mx/b9gl_venta_casa_cancun
2432,sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,,9450000.0,MXN,9364512.71,497887.27,,210.0,,45000.0,,,,http://santa-fe-cuajimalpa.properati.com.mx/l82p_venta_departamento_alvaro-obregon_bernardo-quintana_0_four-brokers-asociados_axo
2433,sell,house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",549000.0,USD,10325866.5,549000.0,350.0,270.0,1568.571428571429,2033.3333333333333,2.0,,,http://cancun.properati.com.mx/bpjo_venta_casa_cancun
2434,sell,apartment,|Venustiano Carranza|Distrito Federal|México|,"19.428152,-99.106194",1250000.0,MXN,1238692.07,65858.1,,68.0,,18382.352941176472,,,,http://venustiano-carranza.properati.com.mx/od24_venta_departamento_venustiano-carranza_inventario-inmobiliario-8
2435,sell,house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",6500000.0,USD,122255250.0,6500000.0,1010.0,1170.0,6435.643564356436,5555.555555555556,,,,http://cancun.properati.com.mx/l98o_venta_casa_cancun_imc-inmobiliaria-cancun
2436,sell,house,|Benito Juárez|Distrito Federal|México|,"19.388704,-99.162207",7036100.0,MXN,6972449.38,370707.36,,141.0,,49901.41843971631,,,,http://benito-juarez.properati.com.mx/q6s5_venta_casa_benito-juarez_concepcion-beistegui_1_encontrandomilugar-s-a-de-c-v
2437,sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.367093,-99.227346",1500000.0,MXN,1486430.48,79029.72,,150.0,,10000.0,,,,http://alvaro-obregon.properati.com.mx/pf10_venta_casa_alvaro-obregon_jaripeo_40_juan-carlos-monter
2438,sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.474885,-99.188231",1350000.0,MXN,1337787.47,71126.75,,70.0,,19285.714285714286,,,,http://azcapotzalco.properati.com.mx/omk1_venta_departamento_azcapotzalco_av-centenario_419_damiana-sanchez
2439,sell,house,|Tlalpan|Distrito Federal|México|,"19.2947723,-99.2317638",4500000.0,MXN,4460349.25,237145.4,517.0,280.0,458.695164410058,16071.42857142857,,,,http://tlalpan.properati.com.mx/llqo_venta_casa_tlalpan_quality-uribe
2440,sell,house,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3563182,-99.2882606",2590000.0,MXN,2566570.1,136457.99,373.0,247.0,365.8391152815013,10485.82995951417,,,,http://cuajimalpa-de-morelos.properati.com.mx/oflq_venta_casa_cuajimalpa-de-morelos_all-in-1-mexico-real-estate_656
2441,sell,apartment,|Venustiano Carranza|Distrito Federal|México|,"19.452365,-99.124572",1057435.0,MXN,1047869.12,55712.53,,50.0,,21148.7,,,,http://venustiano-carranza.properati.com.mx/q4pc_venta_departamento_venustiano-carranza_boleo_9_jorge-ramirez-linares
2442,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.398671,-99.134129",830000.0,MXN,822491.56,43729.78,,63.0,,13174.603174603177,,,,http://benito-juarez.properati.com.mx/qcwl_venta_departamento_benito-juarez_americas_1_inver-oportuna
2443,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.402649,-99.155405",3210280.0,MXN,3181238.84,169138.36,,94.0,,34151.914893617024,,,,http://benito-juarez.properati.com.mx/q34f_venta_departamento_benito-juarez_obrero-mundial-y-viaducto_1_quality-uribe-inmobiliaria
2444,sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.342843,-99.249551",14000000.0,MXN,13873352.16,737610.77,,305.0,,45901.63934426229,,,,http://alvaro-obregon.properati.com.mx/p6ha_venta_casa_alvaro-obregon_las-haciendas_80_aldo-hernandez
2445,sell,house,|Gustavo A. Madero|Distrito Federal|México|,"23.634501,-102.552788",1560000.0,MXN,1545887.73,82190.91,,104.0,,15000.0,,,,http://gustavo-a-madero.properati.com.mx/oi8m_venta_casa_gustavo-a-madero_andador-665_0_damiana-sanchez
2446,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"23.634501,-102.552788",25000000.0,MXN,24773843.16,1317162.09,,249.0,,100401.6064257028,,,,http://miguel-hidalgo-df.properati.com.mx/lvdh_venta_departamento_miguel-hidalgo_anatole-france_mariscal-real-estate-mexico_28f
2447,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.367307,-99.141429",1424773.0,MXN,1411883.93,75066.27,,70.0,,20353.9,,,,http://benito-juarez.properati.com.mx/omfn_venta_departamento_benito-juarez_fuentes-brotantes_46_gabriela-vega
2448,sell,apartment,|Venustiano Carranza|Distrito Federal|México|,"19.4306069,-99.0949899",2031027.0,MXN,2013130.93,107033.04,0.0,61.0,,33295.524590163935,,,,http://venustiano-carranza.properati.com.mx/hfh7_venta_departamento_venustiano-carranza
2449,sell,house,|Cancún|Benito Juárez|Quintana Roo|México|,"21.1334429,-86.8598654",1789000.0,MXN,1772816.04,94256.11,168.0,,561.0482738095238,,,5.0,,http://supermanzana-524.properati.com.mx/r91a_venta_casa_supermanzana-524_alfa-inmobiliaria-imperial
2450,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.461349,-99.149071",848400.0,MXN,840725.09,44699.21,,60.0,,14140.0,,,,http://cuauhtemoc.properati.com.mx/p6tj_venta_departamento_cuauhtemoc_antonio-pedro
2451,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.364967,-99.1428406",2150000.0,MXN,2188976.3,116382.29,65.0,,1790.4967692307691,,,,,http://benito-juarez.properati.com.mx/p2w7_venta_departamento_benito-juarez_gpm-global-properties-more-s-a-de-c-v
2452,sell,house,|Azcapotzalco|Distrito Federal|México|,"19.469418,-99.164299",2047000.0,MXN,2028482.24,107849.23,,150.0,,13646.666666666666,,,,http://azcapotzalco.properati.com.mx/pfk1_venta_casa_azcapotzalco_mandarina_jose-camacho_e6m
2453,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.365446,-99.165248",3071500.0,MXN,3043714.28,161826.53,,81.0,,37919.75308641976,,,,http://benito-juarez.properati.com.mx/l1jm_venta_departamento_benito-juarez_popocatepetl_510_elena-lillian-farias-y-baz
2454,sell,apartment,|Iztapalapa|Distrito Federal|México|,"19.359645,-99.138745",416000.0,MXN,412334.41,21922.77,,69.0,,6028.985507246377,,,,http://banjidal.properati.com.mx/r3hd_venta_departamento_banjidal_ermita-iztapalapa_98_jose-camacho
2455,sell,apartment,|Benito Juárez|Distrito Federal|México|,,1515000.0,MXN,1501294.84,79820.02,,65.0,,23307.69230769231,,,,http://benito-juarez.properati.com.mx/m5y5_venta_departamento_benito-juarez_victor-hugo_1_lidia-martinez-jimenez_6p2
2456,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.397899,-99.166031",4186800.0,MXN,4148925.07,220587.77,,75.0,,55824.0,,,,http://benito-juarez.properati.com.mx/pefn_venta_departamento_benito-juarez_adolfo-prieto_0_remates-hipotecarios-area-comercial
2457,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,,19000000.0,MXN,18832585.78,1001280.58,370.0,370.0,2706.1637297297298,51351.35135135135,,,,http://miguel-hidalgo-df.properati.com.mx/pun0_venta_departamento_miguel-hidalgo_j-a-bienes-raices
2458,sell,apartment,|Solidaridad|Quintana Roo|México|,"20.6359608335,-87.0632513613",382461.0,USD,7193517.71,382461.0,129.0,129.0,2964.813953488372,2964.813953488372,,,,http://playa-del-carmen.properati.com.mx/kqga_venta_departamento_playa-del-carmen_york-properties_60r
2459,sell,apartment,|Tulum|Quintana Roo|México|,"20.2015542717,-87.4612891674",350000.0,USD,6582975.0,350000.0,215.0,180.0,1627.906976744186,1944.4444444444443,,,,http://tulum.properati.com.mx/erau_venta_departamento_tulum
2460,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.381729,-99.164986",2974327.0,MXN,2947420.41,156706.83,,130.0,,22879.438461538462,,,,http://benito-juarez.properati.com.mx/q4ij_venta_departamento_benito-juarez_antonio-pedro
2461,sell,house,|Benito Juárez|Quintana Roo|México|,"21.1295466,-86.8170132",19500000.0,MXN,19328180.17,1027630.07,869.0,600.0,1182.5432336018412,32500.0,2.0,,,http://cancun.properati.com.mx/cdbe_venta_casa_cancun
2462,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.388123,-99.177493",5172000.0,MXN,5125212.61,272494.49,,112.0,,46178.57142857143,,,,http://benito-juarez.properati.com.mx/ldho_venta_departamento_benito-juarez_pennsylvania_200_sara-vazquez_c5v
2463,sell,house,|Azcapotzalco|Distrito Federal|México|,"19.4938852,-99.2109566",4900000.0,MXN,4855673.26,258163.77,328.0,,787.0846646341463,,,10.0,,http://providencia.properati.com.mx/o1ek_venta_casa_providencia_5-de-mayo_5_alfa-inmobiliaria-oikos_dec
2464,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.428821,-99.200379",885300.0,USD,16651165.05,885300.0,,173.0,,5117.341040462427,,,,http://miguel-hidalgo-df.properati.com.mx/hwk0_venta_departamento_miguel-hidalgo_edgar-allan-poe-quedan-3-exclusivos-deptos-en-preventa-aparta-el-tuyo_0
2465,sell,house,|Venustiano Carranza|Distrito Federal|México|,"19.423719,-99.096887",1364277.0,MXN,1352255.91,71896.0,,160.0,,8526.73125,,,,http://venustiano-carranza.properati.com.mx/r9vg_venta_casa_venustiano-carranza_oriente-178_0_ramiro-perez
2466,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.406619,-99.159696",2900000.0,MXN,2873765.76,152790.8,,93.0,,31182.79569892473,,,,http://cuauhtemoc.properati.com.mx/qvti_venta_departamento_cuauhtemoc_tonala_316_carmen-hernandez-berber
2467,sell,house,|Cancún|Benito Juárez|Quintana Roo|México|,"21.161995,-86.880989",400000.0,MXN,396381.42,21074.59,,62.0,,6451.612903225807,,,,http://prado-norte.properati.com.mx/jpss_venta_casa_prado-norte_chacte_29
2468,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.364891,-99.148384",2863800.0,MXN,2837893.25,150883.55,,74.0,,38700.0,,,,http://benito-juarez.properati.com.mx/pq2t_venta_departamento_benito-juarez_inventario-inmobiliario-5
2469,sell,apartment,|Tulum|Quintana Roo|México|,"20.209438,-87.467918",170000.0,USD,3197445.0,170000.0,144.0,144.0,1180.5555555555557,1180.5555555555557,,,,http://tulum.properati.com.mx/b93g_venta_departamento_tulum
2470,sell,house,|Benito Juárez|Quintana Roo|México|,"21.149761,-86.863434",2940000.0,MXN,2914094.75,154934.99,160.0,252.0,968.3436875,11666.666666666666,3.0,,,http://cancun.properati.com.mx/bww7_venta_casa_cancun
2471,sell,house,|Coyoacán|Distrito Federal|México|,"19.350012,-99.121431",2595000.0,MXN,2571524.82,136721.42,,150.0,,17300.0,,,,http://paseos-de-taxquena.properati.com.mx/mdwv_venta_casa_paseos-de-taxquena_paseo-del-rio_omar-flores
2472,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.3853515,-99.1650931",9500000.0,MXN,9672221.28,514247.35,308.0,,1669.6342532467531,,,,,http://benito-juarez.properati.com.mx/n11j_venta_departamento_benito-juarez_grupo-urbana
2473,sell,apartment,|Coyoacán|Distrito Federal|México|,"19.314216,-99.135841",1826000.0,MXN,1809481.33,96205.51,,65.0,,28092.30769230769,,,,http://espartaco.properati.com.mx/petn_venta_departamento_espartaco_calle-7_190_jorge-ramirez-linares
2474,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.3484398,-99.2355858",8200000.0,MXN,8127747.57,432131.62,0.0,230.0,,35652.17391304348,,,,http://alvaro-obregon.properati.com.mx/ew1c_venta_departamento_alvaro-obregon
2475,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.384424,-99.199196",757053.0,MXN,750382.22,39895.91,,120.0,,6308.775,,,,http://alvaro-obregon.properati.com.mx/ra4c_venta_departamento_alvaro-obregon_av-central_1522_antonio-pedro_euo
2476,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.404403,-99.175446",1324353.0,MXN,1312372.49,69775.5,,80.0,,16554.4125,,,,http://escandon-miguel-hidalgo.properati.com.mx/pcye_venta_departamento_escandon_mineria_5_luis-pena
2477,sell,house,|Venustiano Carranza|Distrito Federal|México|,"19.414261,-99.104118",5068800.0,MXN,5022946.09,267057.24,,360.0,,14080.0,,,,http://venustiano-carranza.properati.com.mx/pqqe_venta_casa_venustiano-carranza_renato
2478,sell,apartment,|Iztapalapa|Distrito Federal|México|,"19.337753,-99.030333",1050000.0,MXN,1040501.26,55320.8,,136.0,,7720.588235294118,,,,http://reforma-politica.properati.com.mx/pl0g_venta_departamento_reforma-politica_reforma-fiscal_11_aries-bienes-raices
2479,sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.341081,-99.207597",5590000.0,MXN,5539431.27,294517.44,,297.0,,18821.548821548826,,,,http://olivar-de-los-padres.properati.com.mx/ppuw_venta_casa_olivar-de-los-padres_avenida-toluca_1_mayra-griselle-sanchez-martinez
2480,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.430134,-99.201383",20000000.0,MXN,19819074.49,1053729.67,,250.0,,80000.0,,,,http://miguel-hidalgo-df.properati.com.mx/mlh7_venta_departamento_miguel-hidalgo_dickens_1_edmond-tuachi
2481,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.344499,-99.185726",1871430.0,MXN,1854500.42,98599.06,,57.0,,32832.10526315789,,,,http://chimalistac.properati.com.mx/q7u4_venta_departamento_chimalistac_ermita-tizapan_10_rebeca-leon-mejia
2482,sell,house,|Coyoacán|Distrito Federal|México|,"19.344123,-99.129076",2298485.0,MXN,2277692.23,121099.09,,180.0,,12769.361111111111,,,,http://paseos-de-taxquena.properati.com.mx/qv9z_venta_casa_paseos-de-taxquena_paseo-de-los-abetos_65_patricia-macias
2483,sell,house,|Iztapalapa|Distrito Federal|México|,"23.634501,-102.552788",3800000.0,MXN,3765624.01,200208.63,,200.0,,19000.0,,,,http://iztapalapa.properati.com.mx/odml_venta_casa_iztapalapa_mateo-delgado
2484,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.394073,-99.153915",2280000.0,MXN,2259374.44,120125.18,,128.0,,17812.5,,,,http://benito-juarez.properati.com.mx/nk5x_venta_departamento_benito-juarez_ubaldo-velasco
2485,sell,apartment,|Tlalpan|Distrito Federal|México|,"19.2748808,-99.215197",2700000.0,MXN,2675574.95,142253.5,138.0,130.0,1030.822463768116,20769.23076923077,,,,http://tlalpan.properati.com.mx/or3v_venta_departamento_tlalpan_gyra-inmobiliaria_6k3
2486,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.375451,-99.143267",1200000.0,MXN,1189144.46,63223.78,,55.0,,21818.18181818182,,,,http://benito-juarez.properati.com.mx/kv0m_venta_departamento_benito-juarez_grupo-inmobiliario-progreso-inmobiliario-progreso
2487,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.380644,-99.179176",3000000.0,MXN,2972861.16,158059.45,,100.0,,30000.0,,,,http://benito-juarez.properati.com.mx/oeyu_venta_departamento_benito-juarez_israel-sabina
2488,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.3584291921,-99.1948563607",2750000.0,MXN,2725122.75,144887.83,0.0,65.0,,42307.69230769231,,,,http://alvaro-obregon.properati.com.mx/mib3_venta_departamento_alvaro-obregon_mega-soluciones
2489,sell,apartment,|Venustiano Carranza|Distrito Federal|México|,"19.385304,-99.111639",776510.0,MXN,769485.45,40911.58,,776510.0,,1.0,,,,http://venustiano-carranza.properati.com.mx/q6q4_venta_departamento_venustiano-carranza_francisco-del-paso-y-troncoso_1_edgar-hidalgo-salvador
2490,sell,house,|La Magdalena Contreras|Distrito Federal|México|,"19.330778,-99.226383",2567581.0,MXN,2544353.88,135276.81,,250.0,,10270.324,,,,http://san-jeronimo-lidice.properati.com.mx/pgec_venta_casa_san-jeronimo-lidice_av-san-bernabe_561_santiago-luna
2491,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.364891,-99.148384",1835000.0,MXN,1818399.94,96679.69,,60.0,,30583.33333333333,,,,http://benito-juarez.properati.com.mx/ptar_venta_departamento_benito-juarez_inventario-inmobiliario-7
2492,sell,house,|Coyoacán|Distrito Federal|México|,"19.330889,-99.139689",3100000.0,MXN,3071956.38,163328.09,,230.0,,13478.260869565218,,,,http://avante.properati.com.mx/pgga_venta_casa_avante_retorno-10_alejandro-ramirez_e7e
2493,sell,apartment,|Tláhuac|Distrito Federal|México|,"19.2859196,-99.0436792",437113.0,MXN,433261.32,23035.4,52.0,52.0,442.9884615384616,8406.01923076923,,,,http://tlahuac.properati.com.mx/bp2a_venta_departamento_tlahuac
2494,sell,apartment,|Tlalpan|Distrito Federal|México|,"19.3034480252,-99.223408699",10200000.0,MXN,10110124.91,537529.57,0.0,200.0,,51000.0,,,,http://tlalpan.properati.com.mx/pfib_venta_departamento_tlalpan_mexihom-s-a-de-c-v
2495,sell,house,|Miguel Hidalgo|Distrito Federal|México|,"19.401657756,-99.2303148508",1800000.0,USD,33855300.0,1800000.0,391.0,309.0,4603.580562659847,5825.242718446602,,,,http://miguel-hidalgo-df.properati.com.mx/r7ja_venta_casa_miguel-hidalgo_jasesoresinmobiliarios
2496,sell,house,|Cuauhtémoc|Distrito Federal|México|,"19.405014,-99.141464",5507000.0,MXN,5457182.07,290144.46,,355.0,,15512.676056338029,,,,http://cuauhtemoc.properati.com.mx/lhkk_venta_casa_cuauhtemoc_bolivar_0_mariana-garcia-garrido
2497,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.39557,-99.132937",1603500.0,MXN,1589371.1,84502.81,,70.0,,22907.14285714286,,,,http://benito-juarez.properati.com.mx/qw8y_venta_departamento_benito-juarez_latinos_92_jose-maria
2498,sell,apartment,|Solidaridad|Quintana Roo|México|,"20.6311626739,-87.0663553476",300000.0,USD,5642550.0,300000.0,177.0,177.0,1694.915254237288,1694.915254237288,,,,http://playa-del-carmen.properati.com.mx/n7px_venta_departamento_playa-del-carmen_playa-realtors-4-u
2499,sell,apartment,|Solidaridad|Quintana Roo|México|,,650000.0,USD,12225525.0,650000.0,254.0,254.0,2559.0551181102364,2559.0551181102364,,,,http://playa-del-carmen.properati.com.mx/q15o_venta_departamento_playa-del-carmen_immoble-bienes-raices
2500,sell,house,|Cuauhtémoc|Distrito Federal|México|,"19.448187,-99.161176",655000.0,MXN,649228.6,34517.83,,100.0,,6550.0,,,,http://cuauhtemoc.properati.com.mx/ra3x_venta_casa_cuauhtemoc_fresno_131_pedro-mendoza
2501,sell,house,|Othón P. Blanco|Quintana Roo|México|,"18.533409,-88.309891",6000000.0,MXN,5945722.33,316118.9,,200.0,,30000.0,,,,http://othon-p-blanco.properati.com.mx/n3p4_venta_casa_othon-p-blanco_privada-1_elza-maria-varela-miranda
2502,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.40405,-99.181571",5200000.0,MXN,5152959.29,273969.71,,150.0,,34666.666666666664,,,,http://escandon-miguel-hidalgo.properati.com.mx/q7xs_venta_departamento_escandon_hbg-ks
2503,sell,apartment,|Iztapalapa|Distrito Federal|México|,"19.356419,-99.114266",742190.0,MXN,735650.27,39112.65,,50.0,,14843.8,,,,http://granjas-esmeralda.properati.com.mx/r385_venta_departamento_granjas-esmeralda_trigo_0_edith
2504,sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.492195,-99.182526",558746.0,MXN,553691.39,29438.36,,70.0,,7982.085714285714,,,,http://azcapotzalco.properati.com.mx/p3i2_venta_departamento_azcapotzalco_morelos_95_luis-pena
2505,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.441879,-99.167819",596750.0,MXN,591351.46,31440.65,,65.0,,9180.76923076923,,,,http://tlaxpana.properati.com.mx/pp5h_venta_departamento_tlaxpana_nopaltzin_53_ivan-andres-martinez
2506,sell,house,|Coyoacán|Distrito Federal|México|,,1855200.0,MXN,1838853.25,97767.14,,200.0,,9276.0,,,,http://coyoacan.properati.com.mx/r9qu_venta_casa_coyoacan_rancho-motzorongo_patricia-macias
2507,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.367931,-99.170262",2290000.0,MXN,2269283.89,120652.04,,120.0,,19083.33333333333,,,,http://benito-juarez.properati.com.mx/pn41_venta_departamento_benito-juarez_amores_1636_fernando-vazquez_act
2508,sell,house,|Benito Juárez|Quintana Roo|México|,,33300000.0,MXN,33006584.68,1754875.97,472.0,571.0,3717.957563559322,58318.73905429072,,,,http://cancun.properati.com.mx/pume_venta_casa_cancun_butchart-bienes-raices
2509,sell,apartment,|Coyoacán|Distrito Federal|México|,"19.326922,-99.121203",1106000.0,MXN,1095994.8,58271.25,,95.0,,11642.105263157897,,,,http://coyoacan.properati.com.mx/p96m_venta_departamento_coyoacan_mariquita-sanchez_28_jose-camacho
2510,sell,apartment,|Coyoacán|Distrito Federal|México|,"19.339707,-99.131065",678000.0,MXN,671866.51,35721.43,,60.0,,11300.0,,,,http://coyoacan.properati.com.mx/pe6e_venta_departamento_coyoacan_av-tasquena_1596_victor-alberto-ramirez-diaz
2511,sell,house,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3617,-99.287392",,,,,0.0,0.0,,,,,,http://cuajimalpa-de-morelos.properati.com.mx/rdyg_venta_casa_cuajimalpa-de-morelos_bienes-raices-h-a-h-n-y-asociados-s-a-de-c-v
2512,sell,house,|Azcapotzalco|Distrito Federal|México|,"19.476394,-99.208228",2951000.0,MXN,2924304.38,155477.81,,260.0,,11350.0,,,,http://san-miguel-amantla.properati.com.mx/o43e_venta_casa_san-miguel-amantla_privada-de-providencia_0_felipe-alonso-grada-rios
